# bass_py recombination reference table
# Source: HyRec-2 (nanoomlee/HYREC-2) + sandbox post-processing
# Generated: 2026-04-18
# Cosmology: Planck 2018-like (HyRec default input.dat)
#   h         = 0.6735837
#   T_CMB     = 2.7255 K
#   Omega_b   = 0.0494142797907188
#   Omega_cb  = 0.31242079216478097
#   Y_He      = 0.245
#   N_eff     = 3.046
#   m_nu_tot  = 0.06 eV
#   Omega_m_total = 0.313841
#   Omega_r_total = 9.220339e-05
#   Omega_Lambda  = 0.686067
#   n_H(z=0)  = 1.899866e-01 /m^3
# Reionization NOT included (recombination history only).
# Columns: z, x_e, T_m[K], tau_dot[1/Mpc], kappa[dimensionless]
z,x_e,T_m,tau_dot,kappa
2.435000e+03,1.071080e+00,6.639315e+03,2.478746e+00,1.278732e+02
2.436000e+03,1.071120e+00,6.642041e+03,2.480874e+00,1.279983e+02
2.437000e+03,1.071160e+00,6.644766e+03,2.483004e+00,1.281234e+02
2.438000e+03,1.071200e+00,6.647492e+03,2.485134e+00,1.282485e+02
2.439000e+03,1.071240e+00,6.650217e+03,2.487265e+00,1.283736e+02
2.440000e+03,1.071280e+00,6.652943e+03,2.489396e+00,1.284987e+02
2.441000e+03,1.071319e+00,6.655668e+03,2.491529e+00,1.286239e+02
2.442000e+03,1.071359e+00,6.658394e+03,2.493662e+00,1.287490e+02
2.443000e+03,1.071398e+00,6.661119e+03,2.495796e+00,1.288742e+02
2.444000e+03,1.071438e+00,6.663845e+03,2.497931e+00,1.289995e+02
2.445000e+03,1.071477e+00,6.666570e+03,2.500067e+00,1.291247e+02
2.446000e+03,1.071517e+00,6.669296e+03,2.502203e+00,1.292499e+02
2.447000e+03,1.071556e+00,6.672021e+03,2.504340e+00,1.293752e+02
2.448000e+03,1.071595e+00,6.674747e+03,2.506479e+00,1.295005e+02
2.449000e+03,1.071634e+00,6.677472e+03,2.508618e+00,1.296258e+02
2.450000e+03,1.071673e+00,6.680198e+03,2.510757e+00,1.297511e+02
2.451000e+03,1.071712e+00,6.682923e+03,2.512898e+00,1.298765e+02
2.452000e+03,1.071751e+00,6.685649e+03,2.515039e+00,1.300019e+02
2.453000e+03,1.071790e+00,6.688374e+03,2.517182e+00,1.301273e+02
2.454000e+03,1.071829e+00,6.691100e+03,2.519325e+00,1.302527e+02
2.455000e+03,1.071868e+00,6.693825e+03,2.521468e+00,1.303781e+02
2.456000e+03,1.071906e+00,6.696551e+03,2.523613e+00,1.305035e+02
2.457000e+03,1.071945e+00,6.699276e+03,2.525758e+00,1.306290e+02
2.458000e+03,1.071983e+00,6.702002e+03,2.527905e+00,1.307545e+02
2.459000e+03,1.072022e+00,6.704727e+03,2.530052e+00,1.308800e+02
2.460000e+03,1.072060e+00,6.707453e+03,2.532200e+00,1.310055e+02
2.461000e+03,1.072098e+00,6.710178e+03,2.534348e+00,1.311311e+02
2.462000e+03,1.072136e+00,6.712904e+03,2.536498e+00,1.312566e+02
2.463000e+03,1.072174e+00,6.715629e+03,2.538648e+00,1.313822e+02
2.464000e+03,1.072213e+00,6.718355e+03,2.540800e+00,1.315078e+02
2.465000e+03,1.072251e+00,6.721080e+03,2.542951e+00,1.316334e+02
2.466000e+03,1.072288e+00,6.723806e+03,2.545104e+00,1.317591e+02
2.467000e+03,1.072326e+00,6.726531e+03,2.547258e+00,1.318847e+02
2.468000e+03,1.072364e+00,6.729257e+03,2.549412e+00,1.320104e+02
2.469000e+03,1.072402e+00,6.731982e+03,2.551568e+00,1.321361e+02
2.470000e+03,1.072439e+00,6.734708e+03,2.553724e+00,1.322618e+02
2.471000e+03,1.072477e+00,6.737433e+03,2.555881e+00,1.323876e+02
2.472000e+03,1.072514e+00,6.740159e+03,2.558038e+00,1.325133e+02
2.473000e+03,1.072552e+00,6.742884e+03,2.560197e+00,1.326391e+02
2.474000e+03,1.072589e+00,6.745610e+03,2.562356e+00,1.327649e+02
2.475000e+03,1.072627e+00,6.748335e+03,2.564516e+00,1.328907e+02
2.476000e+03,1.072664e+00,6.751061e+03,2.566677e+00,1.330165e+02
2.477000e+03,1.072701e+00,6.753786e+03,2.568839e+00,1.331424e+02
2.478000e+03,1.072738e+00,6.756512e+03,2.571002e+00,1.332682e+02
2.479000e+03,1.072775e+00,6.759237e+03,2.573165e+00,1.333941e+02
2.480000e+03,1.072812e+00,6.761963e+03,2.575330e+00,1.335200e+02
2.481000e+03,1.072849e+00,6.764688e+03,2.577495e+00,1.336460e+02
2.482000e+03,1.072886e+00,6.767414e+03,2.579661e+00,1.337719e+02
2.483000e+03,1.072922e+00,6.770139e+03,2.581827e+00,1.338979e+02
2.484000e+03,1.072959e+00,6.772865e+03,2.583995e+00,1.340238e+02
2.485000e+03,1.072996e+00,6.775590e+03,2.586163e+00,1.341498e+02
2.486000e+03,1.073032e+00,6.778316e+03,2.588333e+00,1.342759e+02
2.487000e+03,1.073069e+00,6.781041e+03,2.590503e+00,1.344019e+02
2.488000e+03,1.073105e+00,6.783767e+03,2.592673e+00,1.345280e+02
2.489000e+03,1.073142e+00,6.786492e+03,2.594845e+00,1.346540e+02
2.490000e+03,1.073178e+00,6.789218e+03,2.597018e+00,1.347801e+02
2.491000e+03,1.073214e+00,6.791943e+03,2.599191e+00,1.349063e+02
2.492000e+03,1.073250e+00,6.794669e+03,2.601365e+00,1.350324e+02
2.493000e+03,1.073287e+00,6.797394e+03,2.603540e+00,1.351585e+02
2.494000e+03,1.073323e+00,6.800120e+03,2.605716e+00,1.352847e+02
2.495000e+03,1.073359e+00,6.802845e+03,2.607893e+00,1.354109e+02
2.496000e+03,1.073395e+00,6.805571e+03,2.610070e+00,1.355371e+02
2.497000e+03,1.073430e+00,6.808296e+03,2.612248e+00,1.356633e+02
2.498000e+03,1.073466e+00,6.811022e+03,2.614427e+00,1.357896e+02
2.499000e+03,1.073502e+00,6.813747e+03,2.616607e+00,1.359159e+02
2.500000e+03,1.073538e+00,6.816473e+03,2.618788e+00,1.360421e+02
2.501000e+03,1.073573e+00,6.819198e+03,2.620970e+00,1.361684e+02
2.502000e+03,1.073609e+00,6.821924e+03,2.623152e+00,1.362948e+02
2.503000e+03,1.073644e+00,6.824649e+03,2.625335e+00,1.364211e+02
2.504000e+03,1.073680e+00,6.827375e+03,2.627519e+00,1.365475e+02
2.505000e+03,1.073715e+00,6.830100e+03,2.629704e+00,1.366739e+02
2.506000e+03,1.073750e+00,6.832826e+03,2.631890e+00,1.368002e+02
2.507000e+03,1.073786e+00,6.835551e+03,2.634076e+00,1.369267e+02
2.508000e+03,1.073821e+00,6.838277e+03,2.636264e+00,1.370531e+02
2.509000e+03,1.073856e+00,6.841002e+03,2.638452e+00,1.371796e+02
2.510000e+03,1.073891e+00,6.843728e+03,2.640641e+00,1.373060e+02
2.511000e+03,1.073926e+00,6.846453e+03,2.642830e+00,1.374325e+02
2.512000e+03,1.073961e+00,6.849179e+03,2.645021e+00,1.375590e+02
2.513000e+03,1.073996e+00,6.851904e+03,2.647212e+00,1.376855e+02
2.514000e+03,1.074031e+00,6.854630e+03,2.649405e+00,1.378121e+02
2.515000e+03,1.074065e+00,6.857355e+03,2.651598e+00,1.379387e+02
2.516000e+03,1.074100e+00,6.860081e+03,2.653792e+00,1.380652e+02
2.517000e+03,1.074135e+00,6.862806e+03,2.655986e+00,1.381918e+02
2.518000e+03,1.074169e+00,6.865532e+03,2.658182e+00,1.383185e+02
2.519000e+03,1.074204e+00,6.868257e+03,2.660378e+00,1.384451e+02
2.520000e+03,1.074238e+00,6.870983e+03,2.662576e+00,1.385718e+02
2.521000e+03,1.074273e+00,6.873708e+03,2.664774e+00,1.386984e+02
2.522000e+03,1.074307e+00,6.876434e+03,2.666972e+00,1.388251e+02
2.523000e+03,1.074341e+00,6.879159e+03,2.669172e+00,1.389518e+02
2.524000e+03,1.074375e+00,6.881885e+03,2.671373e+00,1.390786e+02
2.525000e+03,1.074409e+00,6.884610e+03,2.673574e+00,1.392053e+02
2.526000e+03,1.074444e+00,6.887336e+03,2.675776e+00,1.393321e+02
2.527000e+03,1.074478e+00,6.890061e+03,2.677979e+00,1.394589e+02
2.528000e+03,1.074512e+00,6.892787e+03,2.680183e+00,1.395857e+02
2.529000e+03,1.074545e+00,6.895512e+03,2.682387e+00,1.397125e+02
2.530000e+03,1.074579e+00,6.898238e+03,2.684593e+00,1.398393e+02
2.531000e+03,1.074613e+00,6.900963e+03,2.686799e+00,1.399662e+02
2.532000e+03,1.074647e+00,6.903689e+03,2.689006e+00,1.400931e+02
2.533000e+03,1.074680e+00,6.906414e+03,2.691214e+00,1.402200e+02
2.534000e+03,1.074714e+00,6.909140e+03,2.693422e+00,1.403469e+02
2.535000e+03,1.074747e+00,6.911865e+03,2.695632e+00,1.404738e+02
2.536000e+03,1.074781e+00,6.914591e+03,2.697842e+00,1.406008e+02
2.537000e+03,1.074814e+00,6.917316e+03,2.700053e+00,1.407278e+02
2.538000e+03,1.074848e+00,6.920042e+03,2.702265e+00,1.408547e+02
2.539000e+03,1.074881e+00,6.922767e+03,2.704478e+00,1.409817e+02
2.540000e+03,1.074914e+00,6.925493e+03,2.706692e+00,1.411088e+02
2.541000e+03,1.074947e+00,6.928218e+03,2.708906e+00,1.412358e+02
2.542000e+03,1.074980e+00,6.930944e+03,2.711121e+00,1.413629e+02
2.543000e+03,1.075013e+00,6.933669e+03,2.713337e+00,1.414900e+02
2.544000e+03,1.075046e+00,6.936395e+03,2.715554e+00,1.416171e+02
2.545000e+03,1.075079e+00,6.939120e+03,2.717772e+00,1.417442e+02
2.546000e+03,1.075112e+00,6.941846e+03,2.719990e+00,1.418713e+02
2.547000e+03,1.075145e+00,6.944571e+03,2.722210e+00,1.419985e+02
2.548000e+03,1.075178e+00,6.947297e+03,2.724430e+00,1.421256e+02
2.549000e+03,1.075210e+00,6.950022e+03,2.726651e+00,1.422528e+02
2.550000e+03,1.075243e+00,6.952748e+03,2.728872e+00,1.423800e+02
2.551000e+03,1.075276e+00,6.955473e+03,2.731095e+00,1.425072e+02
2.552000e+03,1.075308e+00,6.958199e+03,2.733318e+00,1.426345e+02
2.553000e+03,1.075340e+00,6.960924e+03,2.735542e+00,1.427618e+02
2.554000e+03,1.075373e+00,6.963650e+03,2.737767e+00,1.428890e+02
2.555000e+03,1.075405e+00,6.966375e+03,2.739993e+00,1.430163e+02
2.556000e+03,1.075437e+00,6.969101e+03,2.742220e+00,1.431436e+02
2.557000e+03,1.075469e+00,6.971826e+03,2.744447e+00,1.432710e+02
2.558000e+03,1.075502e+00,6.974552e+03,2.746675e+00,1.433983e+02
2.559000e+03,1.075534e+00,6.977277e+03,2.748904e+00,1.435257e+02
2.560000e+03,1.075566e+00,6.980003e+03,2.751134e+00,1.436531e+02
2.561000e+03,1.075598e+00,6.982728e+03,2.753365e+00,1.437805e+02
2.562000e+03,1.075629e+00,6.985454e+03,2.755596e+00,1.439079e+02
2.563000e+03,1.075661e+00,6.988179e+03,2.757828e+00,1.440353e+02
2.564000e+03,1.075693e+00,6.990905e+03,2.760061e+00,1.441628e+02
2.565000e+03,1.075725e+00,6.993630e+03,2.762295e+00,1.442903e+02
2.566000e+03,1.075756e+00,6.996356e+03,2.764530e+00,1.444178e+02
2.567000e+03,1.075788e+00,6.999081e+03,2.766765e+00,1.445453e+02
2.568000e+03,1.075819e+00,7.001807e+03,2.769001e+00,1.446728e+02
2.569000e+03,1.075851e+00,7.004532e+03,2.771238e+00,1.448004e+02
2.570000e+03,1.075882e+00,7.007258e+03,2.773476e+00,1.449279e+02
2.571000e+03,1.075913e+00,7.009983e+03,2.775715e+00,1.450555e+02
2.572000e+03,1.075944e+00,7.012709e+03,2.777954e+00,1.451831e+02
2.573000e+03,1.075976e+00,7.015435e+03,2.780194e+00,1.453107e+02
2.574000e+03,1.076007e+00,7.018160e+03,2.782435e+00,1.454384e+02
2.575000e+03,1.076038e+00,7.020886e+03,2.784677e+00,1.455660e+02
2.576000e+03,1.076069e+00,7.023611e+03,2.786920e+00,1.456937e+02
2.577000e+03,1.076100e+00,7.026337e+03,2.789163e+00,1.458214e+02
2.578000e+03,1.076130e+00,7.029062e+03,2.791407e+00,1.459491e+02
2.579000e+03,1.076161e+00,7.031788e+03,2.793652e+00,1.460768e+02
2.580000e+03,1.076192e+00,7.034513e+03,2.795898e+00,1.462046e+02
2.581000e+03,1.076222e+00,7.037239e+03,2.798145e+00,1.463323e+02
2.582000e+03,1.076253e+00,7.039964e+03,2.800392e+00,1.464601e+02
2.583000e+03,1.076283e+00,7.042690e+03,2.802640e+00,1.465879e+02
2.584000e+03,1.076314e+00,7.045415e+03,2.804889e+00,1.467157e+02
2.585000e+03,1.076344e+00,7.048141e+03,2.807139e+00,1.468436e+02
2.586000e+03,1.076375e+00,7.050866e+03,2.809389e+00,1.469714e+02
2.587000e+03,1.076405e+00,7.053592e+03,2.811641e+00,1.470993e+02
2.588000e+03,1.076435e+00,7.056317e+03,2.813893e+00,1.472272e+02
2.589000e+03,1.076465e+00,7.059043e+03,2.816146e+00,1.473551e+02
2.590000e+03,1.076495e+00,7.061768e+03,2.818399e+00,1.474830e+02
2.591000e+03,1.076525e+00,7.064494e+03,2.820654e+00,1.476109e+02
2.592000e+03,1.076555e+00,7.067219e+03,2.822909e+00,1.477389e+02
2.593000e+03,1.076585e+00,7.069945e+03,2.825165e+00,1.478669e+02
2.594000e+03,1.076614e+00,7.072670e+03,2.827422e+00,1.479948e+02
2.595000e+03,1.076644e+00,7.075396e+03,2.829679e+00,1.481229e+02
2.596000e+03,1.076674e+00,7.078121e+03,2.831938e+00,1.482509e+02
2.597000e+03,1.076703e+00,7.080847e+03,2.834197e+00,1.483789e+02
2.598000e+03,1.076733e+00,7.083572e+03,2.836456e+00,1.485070e+02
2.599000e+03,1.076762e+00,7.086298e+03,2.838717e+00,1.486351e+02
2.600000e+03,1.076791e+00,7.089023e+03,2.840979e+00,1.487632e+02
2.601000e+03,1.076821e+00,7.091749e+03,2.843241e+00,1.488913e+02
2.602000e+03,1.076850e+00,7.094474e+03,2.845504e+00,1.490194e+02
2.603000e+03,1.076879e+00,7.097200e+03,2.847767e+00,1.491476e+02
2.604000e+03,1.076908e+00,7.099925e+03,2.850032e+00,1.492757e+02
2.605000e+03,1.076937e+00,7.102651e+03,2.852297e+00,1.494039e+02
2.606000e+03,1.076966e+00,7.105376e+03,2.854563e+00,1.495321e+02
2.607000e+03,1.076995e+00,7.108102e+03,2.856830e+00,1.496603e+02
2.608000e+03,1.077023e+00,7.110827e+03,2.859097e+00,1.497886e+02
2.609000e+03,1.077052e+00,7.113553e+03,2.861366e+00,1.499168e+02
2.610000e+03,1.077081e+00,7.116278e+03,2.863635e+00,1.500451e+02
2.611000e+03,1.077109e+00,7.119004e+03,2.865905e+00,1.501734e+02
2.612000e+03,1.077138e+00,7.121729e+03,2.868175e+00,1.503017e+02
2.613000e+03,1.077166e+00,7.124455e+03,2.870447e+00,1.504300e+02
2.614000e+03,1.077194e+00,7.127180e+03,2.872719e+00,1.505583e+02
2.615000e+03,1.077223e+00,7.129906e+03,2.874992e+00,1.506867e+02
2.616000e+03,1.077251e+00,7.132631e+03,2.877265e+00,1.508151e+02
2.617000e+03,1.077279e+00,7.135357e+03,2.879540e+00,1.509434e+02
2.618000e+03,1.077307e+00,7.138082e+03,2.881815e+00,1.510719e+02
2.619000e+03,1.077335e+00,7.140808e+03,2.884091e+00,1.512003e+02
2.620000e+03,1.077363e+00,7.143533e+03,2.886367e+00,1.513287e+02
2.621000e+03,1.077390e+00,7.146259e+03,2.888645e+00,1.514572e+02
2.622000e+03,1.077418e+00,7.148984e+03,2.890923e+00,1.515857e+02
2.623000e+03,1.077446e+00,7.151710e+03,2.893201e+00,1.517141e+02
2.624000e+03,1.077473e+00,7.154435e+03,2.895481e+00,1.518427e+02
2.625000e+03,1.077501e+00,7.157161e+03,2.897761e+00,1.519712e+02
2.626000e+03,1.077528e+00,7.159886e+03,2.900043e+00,1.520997e+02
2.627000e+03,1.077555e+00,7.162612e+03,2.902324e+00,1.522283e+02
2.628000e+03,1.077582e+00,7.165337e+03,2.904607e+00,1.523569e+02
2.629000e+03,1.077610e+00,7.168063e+03,2.906890e+00,1.524855e+02
2.630000e+03,1.077637e+00,7.170788e+03,2.909174e+00,1.526141e+02
2.631000e+03,1.077664e+00,7.173514e+03,2.911459e+00,1.527427e+02
2.632000e+03,1.077691e+00,7.176239e+03,2.913745e+00,1.528714e+02
2.633000e+03,1.077717e+00,7.178965e+03,2.916031e+00,1.530000e+02
2.634000e+03,1.077744e+00,7.181690e+03,2.918318e+00,1.531287e+02
2.635000e+03,1.077771e+00,7.184416e+03,2.920605e+00,1.532574e+02
2.636000e+03,1.077797e+00,7.187141e+03,2.922894e+00,1.533861e+02
2.637000e+03,1.077824e+00,7.189867e+03,2.925183e+00,1.535148e+02
2.638000e+03,1.077850e+00,7.192592e+03,2.927473e+00,1.536436e+02
2.639000e+03,1.077877e+00,7.195318e+03,2.929763e+00,1.537724e+02
2.640000e+03,1.077903e+00,7.198043e+03,2.932055e+00,1.539011e+02
2.641000e+03,1.077929e+00,7.200769e+03,2.934347e+00,1.540299e+02
2.642000e+03,1.077955e+00,7.203494e+03,2.936640e+00,1.541588e+02
2.643000e+03,1.077981e+00,7.206220e+03,2.938933e+00,1.542876e+02
2.644000e+03,1.078007e+00,7.208945e+03,2.941227e+00,1.544164e+02
2.645000e+03,1.078033e+00,7.211671e+03,2.943522e+00,1.545453e+02
2.646000e+03,1.078058e+00,7.214396e+03,2.945818e+00,1.546742e+02
2.647000e+03,1.078084e+00,7.217122e+03,2.948114e+00,1.548031e+02
2.648000e+03,1.078110e+00,7.219847e+03,2.950411e+00,1.549320e+02
2.649000e+03,1.078135e+00,7.222573e+03,2.952709e+00,1.550609e+02
2.650000e+03,1.078161e+00,7.225298e+03,2.955007e+00,1.551899e+02
2.651000e+03,1.078186e+00,7.228024e+03,2.957306e+00,1.553189e+02
2.652000e+03,1.078211e+00,7.230749e+03,2.959606e+00,1.554478e+02
2.653000e+03,1.078236e+00,7.233475e+03,2.961907e+00,1.555768e+02
2.654000e+03,1.078261e+00,7.236200e+03,2.964208e+00,1.557059e+02
2.655000e+03,1.078286e+00,7.238926e+03,2.966510e+00,1.558349e+02
2.656000e+03,1.078311e+00,7.241651e+03,2.968813e+00,1.559639e+02
2.657000e+03,1.078336e+00,7.244377e+03,2.971116e+00,1.560930e+02
2.658000e+03,1.078360e+00,7.247102e+03,2.973420e+00,1.562221e+02
2.659000e+03,1.078385e+00,7.249828e+03,2.975725e+00,1.563512e+02
2.660000e+03,1.078410e+00,7.252553e+03,2.978030e+00,1.564803e+02
2.661000e+03,1.078434e+00,7.255279e+03,2.980337e+00,1.566094e+02
2.662000e+03,1.078458e+00,7.258004e+03,2.982643e+00,1.567386e+02
2.663000e+03,1.078482e+00,7.260730e+03,2.984951e+00,1.568678e+02
2.664000e+03,1.078507e+00,7.263455e+03,2.987259e+00,1.569969e+02
2.665000e+03,1.078531e+00,7.266181e+03,2.989568e+00,1.571261e+02
2.666000e+03,1.078555e+00,7.268906e+03,2.991877e+00,1.572554e+02
2.667000e+03,1.078578e+00,7.271632e+03,2.994188e+00,1.573846e+02
2.668000e+03,1.078602e+00,7.274357e+03,2.996499e+00,1.575138e+02
2.669000e+03,1.078626e+00,7.277083e+03,2.998810e+00,1.576431e+02
2.670000e+03,1.078649e+00,7.279808e+03,3.001122e+00,1.577724e+02
2.671000e+03,1.078673e+00,7.282534e+03,3.003435e+00,1.579017e+02
2.672000e+03,1.078696e+00,7.285259e+03,3.005749e+00,1.580310e+02
2.673000e+03,1.078719e+00,7.287985e+03,3.008063e+00,1.581603e+02
2.674000e+03,1.078743e+00,7.290710e+03,3.010378e+00,1.582897e+02
2.675000e+03,1.078766e+00,7.293436e+03,3.012694e+00,1.584190e+02
2.676000e+03,1.078789e+00,7.296161e+03,3.015010e+00,1.585484e+02
2.677000e+03,1.078812e+00,7.298887e+03,3.017327e+00,1.586778e+02
2.678000e+03,1.078834e+00,7.301612e+03,3.019645e+00,1.588072e+02
2.679000e+03,1.078857e+00,7.304338e+03,3.021963e+00,1.589366e+02
2.680000e+03,1.078880e+00,7.307063e+03,3.024282e+00,1.590661e+02
2.681000e+03,1.078902e+00,7.309789e+03,3.026602e+00,1.591956e+02
2.682000e+03,1.078925e+00,7.312514e+03,3.028922e+00,1.593250e+02
2.683000e+03,1.078947e+00,7.315240e+03,3.031243e+00,1.594545e+02
2.684000e+03,1.078969e+00,7.317965e+03,3.033565e+00,1.595840e+02
2.685000e+03,1.078991e+00,7.320691e+03,3.035887e+00,1.597136e+02
2.686000e+03,1.079013e+00,7.323416e+03,3.038210e+00,1.598431e+02
2.687000e+03,1.079035e+00,7.326142e+03,3.040534e+00,1.599727e+02
2.688000e+03,1.079057e+00,7.328867e+03,3.042858e+00,1.601022e+02
2.689000e+03,1.079079e+00,7.331593e+03,3.045183e+00,1.602318e+02
2.690000e+03,1.079100e+00,7.334318e+03,3.047508e+00,1.603614e+02
2.691000e+03,1.079122e+00,7.337044e+03,3.049834e+00,1.604910e+02
2.692000e+03,1.079143e+00,7.339769e+03,3.052161e+00,1.606207e+02
2.693000e+03,1.079164e+00,7.342495e+03,3.054488e+00,1.607503e+02
2.694000e+03,1.079186e+00,7.345220e+03,3.056816e+00,1.608800e+02
2.695000e+03,1.079207e+00,7.347946e+03,3.059145e+00,1.610097e+02
2.696000e+03,1.079228e+00,7.350671e+03,3.061474e+00,1.611394e+02
2.697000e+03,1.079249e+00,7.353397e+03,3.063804e+00,1.612691e+02
2.698000e+03,1.079269e+00,7.356122e+03,3.066135e+00,1.613988e+02
2.699000e+03,1.079290e+00,7.358848e+03,3.068466e+00,1.615286e+02
2.700000e+03,1.079311e+00,7.361573e+03,3.070798e+00,1.616584e+02
2.701000e+03,1.079331e+00,7.364299e+03,3.073131e+00,1.617881e+02
2.702000e+03,1.079351e+00,7.367024e+03,3.075464e+00,1.619179e+02
2.703000e+03,1.079372e+00,7.369750e+03,3.077798e+00,1.620478e+02
2.704000e+03,1.079392e+00,7.372475e+03,3.080132e+00,1.621776e+02
2.705000e+03,1.079412e+00,7.375201e+03,3.082467e+00,1.623074e+02
2.706000e+03,1.079432e+00,7.377926e+03,3.084803e+00,1.624373e+02
2.707000e+03,1.079452e+00,7.380652e+03,3.087139e+00,1.625672e+02
2.708000e+03,1.079471e+00,7.383377e+03,3.089476e+00,1.626971e+02
2.709000e+03,1.079491e+00,7.386103e+03,3.091813e+00,1.628270e+02
2.710000e+03,1.079510e+00,7.388828e+03,3.094151e+00,1.629569e+02
2.711000e+03,1.079530e+00,7.391554e+03,3.096490e+00,1.630868e+02
2.712000e+03,1.079549e+00,7.394279e+03,3.098829e+00,1.632168e+02
2.713000e+03,1.079568e+00,7.397005e+03,3.101169e+00,1.633467e+02
2.714000e+03,1.079587e+00,7.399730e+03,3.103510e+00,1.634767e+02
2.715000e+03,1.079606e+00,7.402456e+03,3.105851e+00,1.636067e+02
2.716000e+03,1.079625e+00,7.405181e+03,3.108193e+00,1.637367e+02
2.717000e+03,1.079644e+00,7.407907e+03,3.110535e+00,1.638668e+02
2.718000e+03,1.079663e+00,7.410632e+03,3.112878e+00,1.639968e+02
2.719000e+03,1.079681e+00,7.413358e+03,3.115222e+00,1.641269e+02
2.720000e+03,1.079700e+00,7.416083e+03,3.117566e+00,1.642570e+02
2.721000e+03,1.079718e+00,7.418809e+03,3.119911e+00,1.643871e+02
2.722000e+03,1.079736e+00,7.421534e+03,3.122256e+00,1.645172e+02
2.723000e+03,1.079754e+00,7.424260e+03,3.124603e+00,1.646473e+02
2.724000e+03,1.079772e+00,7.426985e+03,3.126949e+00,1.647774e+02
2.725000e+03,1.079790e+00,7.429711e+03,3.129296e+00,1.649076e+02
2.726000e+03,1.079808e+00,7.432436e+03,3.131644e+00,1.650378e+02
2.727000e+03,1.079826e+00,7.435162e+03,3.133993e+00,1.651680e+02
2.728000e+03,1.079843e+00,7.437887e+03,3.136342e+00,1.652982e+02
2.729000e+03,1.079860e+00,7.440613e+03,3.138691e+00,1.654284e+02
2.730000e+03,1.079878e+00,7.443338e+03,3.141042e+00,1.655586e+02
2.731000e+03,1.079895e+00,7.446064e+03,3.143392e+00,1.656889e+02
2.732000e+03,1.079912e+00,7.448789e+03,3.145744e+00,1.658191e+02
2.733000e+03,1.079929e+00,7.451515e+03,3.148096e+00,1.659494e+02
2.734000e+03,1.079946e+00,7.454240e+03,3.150448e+00,1.660797e+02
2.735000e+03,1.079963e+00,7.456966e+03,3.152802e+00,1.662100e+02
2.736000e+03,1.079979e+00,7.459691e+03,3.155155e+00,1.663403e+02
2.737000e+03,1.079996e+00,7.462417e+03,3.157510e+00,1.664707e+02
2.738000e+03,1.080012e+00,7.465142e+03,3.159865e+00,1.666010e+02
2.739000e+03,1.080029e+00,7.467868e+03,3.162220e+00,1.667314e+02
2.740000e+03,1.080045e+00,7.470593e+03,3.164577e+00,1.668618e+02
2.741000e+03,1.080061e+00,7.473319e+03,3.166933e+00,1.669922e+02
2.742000e+03,1.080077e+00,7.476044e+03,3.169291e+00,1.671226e+02
2.743000e+03,1.080093e+00,7.478770e+03,3.171649e+00,1.672530e+02
2.744000e+03,1.080109e+00,7.481495e+03,3.174007e+00,1.673835e+02
2.745000e+03,1.080124e+00,7.484221e+03,3.176366e+00,1.675139e+02
2.746000e+03,1.080140e+00,7.486946e+03,3.178726e+00,1.676444e+02
2.747000e+03,1.080156e+00,7.489672e+03,3.181086e+00,1.677749e+02
2.748000e+03,1.080171e+00,7.492397e+03,3.183447e+00,1.679054e+02
2.749000e+03,1.080186e+00,7.495123e+03,3.185808e+00,1.680359e+02
2.750000e+03,1.080201e+00,7.497848e+03,3.188170e+00,1.681665e+02
2.751000e+03,1.080216e+00,7.500574e+03,3.190533e+00,1.682970e+02
2.752000e+03,1.080231e+00,7.503299e+03,3.192896e+00,1.684276e+02
2.753000e+03,1.080246e+00,7.506025e+03,3.195260e+00,1.685582e+02
2.754000e+03,1.080261e+00,7.508750e+03,3.197624e+00,1.686888e+02
2.755000e+03,1.080275e+00,7.511476e+03,3.199989e+00,1.688194e+02
2.756000e+03,1.080290e+00,7.514201e+03,3.202354e+00,1.689500e+02
2.757000e+03,1.080304e+00,7.516927e+03,3.204720e+00,1.690806e+02
2.758000e+03,1.080318e+00,7.519652e+03,3.207087e+00,1.692113e+02
2.759000e+03,1.080332e+00,7.522378e+03,3.209454e+00,1.693420e+02
2.760000e+03,1.080346e+00,7.525103e+03,3.211822e+00,1.694726e+02
2.761000e+03,1.080360e+00,7.527829e+03,3.214190e+00,1.696033e+02
2.762000e+03,1.080374e+00,7.530554e+03,3.216559e+00,1.697341e+02
2.763000e+03,1.080388e+00,7.533280e+03,3.218929e+00,1.698648e+02
2.764000e+03,1.080401e+00,7.536005e+03,3.221299e+00,1.699955e+02
2.765000e+03,1.080415e+00,7.538731e+03,3.223670e+00,1.701263e+02
2.766000e+03,1.080428e+00,7.541456e+03,3.226041e+00,1.702571e+02
2.767000e+03,1.080441e+00,7.544182e+03,3.228413e+00,1.703878e+02
2.768000e+03,1.080455e+00,7.546907e+03,3.230785e+00,1.705186e+02
2.769000e+03,1.080468e+00,7.549633e+03,3.233158e+00,1.706495e+02
2.770000e+03,1.080481e+00,7.552358e+03,3.235532e+00,1.707803e+02
2.771000e+03,1.080493e+00,7.555084e+03,3.237906e+00,1.709111e+02
2.772000e+03,1.080506e+00,7.557809e+03,3.240281e+00,1.710420e+02
2.773000e+03,1.080519e+00,7.560535e+03,3.242656e+00,1.711729e+02
2.774000e+03,1.080531e+00,7.563260e+03,3.245032e+00,1.713038e+02
2.775000e+03,1.080544e+00,7.565986e+03,3.247409e+00,1.714347e+02
