# bass_py recombination reference table
# Source: HyRec-2 (nanoomlee/HYREC-2) + sandbox post-processing
# Generated: 2026-04-18
# Cosmology: Planck 2018-like (HyRec default input.dat)
#   h         = 0.6735837
#   T_CMB     = 2.7255 K
#   Omega_b   = 0.0494142797907188
#   Omega_cb  = 0.31242079216478097
#   Y_He      = 0.245
#   N_eff     = 3.046
#   m_nu_tot  = 0.06 eV
#   Omega_m_total = 0.313841
#   Omega_r_total = 9.220339e-05
#   Omega_Lambda  = 0.686067
#   n_H(z=0)  = 1.899866e-01 /m^3
# Reionization NOT included (recombination history only).
# Columns: z, x_e, T_m[K], tau_dot[1/Mpc], kappa[dimensionless]
z,x_e,T_m,tau_dot,kappa
4.556000e+03,1.081709e+00,1.242010e+04,8.760401e+00,4.214309e+02
4.557000e+03,1.081709e+00,1.242283e+04,8.764246e+00,4.215788e+02
4.558000e+03,1.081709e+00,1.242555e+04,8.768093e+00,4.217268e+02
4.559000e+03,1.081709e+00,1.242828e+04,8.771940e+00,4.218748e+02
4.560000e+03,1.081709e+00,1.243101e+04,8.775787e+00,4.220227e+02
4.561000e+03,1.081709e+00,1.243373e+04,8.779636e+00,4.221707e+02
4.562000e+03,1.081709e+00,1.243646e+04,8.783486e+00,4.223187e+02
4.563000e+03,1.081709e+00,1.243918e+04,8.787336e+00,4.224666e+02
4.564000e+03,1.081709e+00,1.244191e+04,8.791187e+00,4.226146e+02
4.565000e+03,1.081709e+00,1.244463e+04,8.795039e+00,4.227626e+02
4.566000e+03,1.081709e+00,1.244736e+04,8.798892e+00,4.229106e+02
4.567000e+03,1.081709e+00,1.245008e+04,8.802746e+00,4.230587e+02
4.568000e+03,1.081709e+00,1.245281e+04,8.806601e+00,4.232067e+02
4.569000e+03,1.081709e+00,1.245553e+04,8.810456e+00,4.233547e+02
4.570000e+03,1.081709e+00,1.245826e+04,8.814313e+00,4.235027e+02
4.571000e+03,1.081709e+00,1.246099e+04,8.818170e+00,4.236508e+02
4.572000e+03,1.081709e+00,1.246371e+04,8.822028e+00,4.237988e+02
4.573000e+03,1.081709e+00,1.246644e+04,8.825887e+00,4.239469e+02
4.574000e+03,1.081709e+00,1.246916e+04,8.829746e+00,4.240949e+02
4.575000e+03,1.081709e+00,1.247189e+04,8.833607e+00,4.242430e+02
4.576000e+03,1.081709e+00,1.247461e+04,8.837468e+00,4.243911e+02
4.577000e+03,1.081709e+00,1.247734e+04,8.841330e+00,4.245392e+02
4.578000e+03,1.081709e+00,1.248006e+04,8.845194e+00,4.246872e+02
4.579000e+03,1.081709e+00,1.248279e+04,8.849057e+00,4.248353e+02
4.580000e+03,1.081709e+00,1.248552e+04,8.852922e+00,4.249834e+02
4.581000e+03,1.081709e+00,1.248824e+04,8.856788e+00,4.251315e+02
4.582000e+03,1.081709e+00,1.249097e+04,8.860654e+00,4.252797e+02
4.583000e+03,1.081709e+00,1.249369e+04,8.864522e+00,4.254278e+02
4.584000e+03,1.081709e+00,1.249642e+04,8.868390e+00,4.255759e+02
4.585000e+03,1.081709e+00,1.249914e+04,8.872259e+00,4.257241e+02
4.586000e+03,1.081709e+00,1.250187e+04,8.876129e+00,4.258722e+02
4.587000e+03,1.081709e+00,1.250459e+04,8.879999e+00,4.260203e+02
4.588000e+03,1.081709e+00,1.250732e+04,8.883871e+00,4.261685e+02
4.589000e+03,1.081709e+00,1.251005e+04,8.887743e+00,4.263167e+02
4.590000e+03,1.081709e+00,1.251277e+04,8.891616e+00,4.264648e+02
4.591000e+03,1.081709e+00,1.251550e+04,8.895491e+00,4.266130e+02
4.592000e+03,1.081709e+00,1.251822e+04,8.899365e+00,4.267612e+02
4.593000e+03,1.081709e+00,1.252095e+04,8.903241e+00,4.269094e+02
4.594000e+03,1.081709e+00,1.252367e+04,8.907118e+00,4.270576e+02
4.595000e+03,1.081709e+00,1.252640e+04,8.910995e+00,4.272058e+02
4.596000e+03,1.081709e+00,1.252912e+04,8.914874e+00,4.273540e+02
4.597000e+03,1.081709e+00,1.253185e+04,8.918753e+00,4.275022e+02
4.598000e+03,1.081709e+00,1.253457e+04,8.922633e+00,4.276504e+02
4.599000e+03,1.081709e+00,1.253730e+04,8.926514e+00,4.277987e+02
4.600000e+03,1.081709e+00,1.254003e+04,8.930395e+00,4.279469e+02
4.601000e+03,1.081709e+00,1.254275e+04,8.934278e+00,4.280952e+02
4.602000e+03,1.081709e+00,1.254548e+04,8.938161e+00,4.282434e+02
4.603000e+03,1.081709e+00,1.254820e+04,8.942045e+00,4.283917e+02
4.604000e+03,1.081709e+00,1.255093e+04,8.945930e+00,4.285399e+02
4.605000e+03,1.081709e+00,1.255365e+04,8.949816e+00,4.286882e+02
4.606000e+03,1.081709e+00,1.255638e+04,8.953703e+00,4.288365e+02
4.607000e+03,1.081709e+00,1.255910e+04,8.957591e+00,4.289848e+02
4.608000e+03,1.081709e+00,1.256183e+04,8.961479e+00,4.291331e+02
4.609000e+03,1.081709e+00,1.256456e+04,8.965368e+00,4.292814e+02
4.610000e+03,1.081709e+00,1.256728e+04,8.969258e+00,4.294297e+02
4.611000e+03,1.081709e+00,1.257001e+04,8.973149e+00,4.295780e+02
4.612000e+03,1.081710e+00,1.257273e+04,8.977041e+00,4.297263e+02
4.613000e+03,1.081710e+00,1.257546e+04,8.980934e+00,4.298747e+02
4.614000e+03,1.081710e+00,1.257818e+04,8.984827e+00,4.300230e+02
4.615000e+03,1.081710e+00,1.258091e+04,8.988722e+00,4.301713e+02
4.616000e+03,1.081710e+00,1.258363e+04,8.992617e+00,4.303197e+02
4.617000e+03,1.081710e+00,1.258636e+04,8.996513e+00,4.304680e+02
4.618000e+03,1.081710e+00,1.258908e+04,9.000410e+00,4.306164e+02
4.619000e+03,1.081710e+00,1.259181e+04,9.004308e+00,4.307648e+02
4.620000e+03,1.081710e+00,1.259454e+04,9.008206e+00,4.309131e+02
4.621000e+03,1.081710e+00,1.259726e+04,9.012106e+00,4.310615e+02
4.622000e+03,1.081710e+00,1.259999e+04,9.016006e+00,4.312099e+02
4.623000e+03,1.081710e+00,1.260271e+04,9.019907e+00,4.313583e+02
4.624000e+03,1.081710e+00,1.260544e+04,9.023809e+00,4.315067e+02
4.625000e+03,1.081710e+00,1.260816e+04,9.027712e+00,4.316551e+02
4.626000e+03,1.081710e+00,1.261089e+04,9.031616e+00,4.318035e+02
4.627000e+03,1.081710e+00,1.261361e+04,9.035520e+00,4.319520e+02
4.628000e+03,1.081710e+00,1.261634e+04,9.039426e+00,4.321004e+02
4.629000e+03,1.081710e+00,1.261907e+04,9.043332e+00,4.322488e+02
4.630000e+03,1.081710e+00,1.262179e+04,9.047239e+00,4.323973e+02
4.631000e+03,1.081710e+00,1.262452e+04,9.051147e+00,4.325457e+02
4.632000e+03,1.081710e+00,1.262724e+04,9.055055e+00,4.326942e+02
4.633000e+03,1.081710e+00,1.262997e+04,9.058965e+00,4.328426e+02
4.634000e+03,1.081710e+00,1.263269e+04,9.062875e+00,4.329911e+02
4.635000e+03,1.081710e+00,1.263542e+04,9.066787e+00,4.331396e+02
4.636000e+03,1.081710e+00,1.263814e+04,9.070699e+00,4.332881e+02
4.637000e+03,1.081710e+00,1.264087e+04,9.074612e+00,4.334366e+02
4.638000e+03,1.081710e+00,1.264359e+04,9.078526e+00,4.335851e+02
4.639000e+03,1.081710e+00,1.264632e+04,9.082440e+00,4.337336e+02
4.640000e+03,1.081710e+00,1.264905e+04,9.086356e+00,4.338821e+02
4.641000e+03,1.081710e+00,1.265177e+04,9.090272e+00,4.340306e+02
4.642000e+03,1.081710e+00,1.265450e+04,9.094189e+00,4.341791e+02
4.643000e+03,1.081710e+00,1.265722e+04,9.098107e+00,4.343277e+02
4.644000e+03,1.081710e+00,1.265995e+04,9.102026e+00,4.344762e+02
4.645000e+03,1.081710e+00,1.266267e+04,9.105946e+00,4.346247e+02
4.646000e+03,1.081710e+00,1.266540e+04,9.109867e+00,4.347733e+02
4.647000e+03,1.081710e+00,1.266812e+04,9.113788e+00,4.349219e+02
4.648000e+03,1.081710e+00,1.267085e+04,9.117710e+00,4.350704e+02
4.649000e+03,1.081711e+00,1.267358e+04,9.121634e+00,4.352190e+02
4.650000e+03,1.081711e+00,1.267630e+04,9.125558e+00,4.353676e+02
4.651000e+03,1.081711e+00,1.267903e+04,9.129482e+00,4.355162e+02
4.652000e+03,1.081711e+00,1.268175e+04,9.133408e+00,4.356648e+02
4.653000e+03,1.081711e+00,1.268448e+04,9.137335e+00,4.358134e+02
4.654000e+03,1.081711e+00,1.268720e+04,9.141262e+00,4.359620e+02
4.655000e+03,1.081711e+00,1.268993e+04,9.145190e+00,4.361106e+02
4.656000e+03,1.081711e+00,1.269265e+04,9.149119e+00,4.362592e+02
4.657000e+03,1.081711e+00,1.269538e+04,9.153049e+00,4.364078e+02
4.658000e+03,1.081711e+00,1.269810e+04,9.156980e+00,4.365565e+02
4.659000e+03,1.081711e+00,1.270083e+04,9.160911e+00,4.367051e+02
4.660000e+03,1.081711e+00,1.270356e+04,9.164844e+00,4.368537e+02
4.661000e+03,1.081711e+00,1.270628e+04,9.168777e+00,4.370024e+02
4.662000e+03,1.081711e+00,1.270901e+04,9.172711e+00,4.371511e+02
4.663000e+03,1.081711e+00,1.271173e+04,9.176646e+00,4.372997e+02
4.664000e+03,1.081711e+00,1.271446e+04,9.180582e+00,4.374484e+02
4.665000e+03,1.081711e+00,1.271718e+04,9.184519e+00,4.375971e+02
4.666000e+03,1.081711e+00,1.271991e+04,9.188456e+00,4.377458e+02
4.667000e+03,1.081711e+00,1.272263e+04,9.192395e+00,4.378945e+02
4.668000e+03,1.081711e+00,1.272536e+04,9.196334e+00,4.380432e+02
4.669000e+03,1.081711e+00,1.272808e+04,9.200274e+00,4.381919e+02
4.670000e+03,1.081711e+00,1.273081e+04,9.204215e+00,4.383406e+02
4.671000e+03,1.081711e+00,1.273354e+04,9.208157e+00,4.384893e+02
4.672000e+03,1.081711e+00,1.273626e+04,9.212099e+00,4.386380e+02
4.673000e+03,1.081711e+00,1.273899e+04,9.216043e+00,4.387868e+02
4.674000e+03,1.081711e+00,1.274171e+04,9.219987e+00,4.389355e+02
4.675000e+03,1.081711e+00,1.274444e+04,9.223932e+00,4.390843e+02
4.676000e+03,1.081712e+00,1.274716e+04,9.227878e+00,4.392330e+02
4.677000e+03,1.081712e+00,1.274989e+04,9.231825e+00,4.393818e+02
4.678000e+03,1.081712e+00,1.275261e+04,9.235773e+00,4.395305e+02
4.679000e+03,1.081712e+00,1.275534e+04,9.239721e+00,4.396793e+02
4.680000e+03,1.081712e+00,1.275807e+04,9.243671e+00,4.398281e+02
4.681000e+03,1.081712e+00,1.276079e+04,9.247621e+00,4.399769e+02
4.682000e+03,1.081712e+00,1.276352e+04,9.251572e+00,4.401257e+02
4.683000e+03,1.081712e+00,1.276624e+04,9.255524e+00,4.402745e+02
4.684000e+03,1.081712e+00,1.276897e+04,9.259477e+00,4.404233e+02
4.685000e+03,1.081712e+00,1.277169e+04,9.263431e+00,4.405721e+02
4.686000e+03,1.081712e+00,1.277442e+04,9.267385e+00,4.407209e+02
4.687000e+03,1.081712e+00,1.277714e+04,9.271340e+00,4.408697e+02
4.688000e+03,1.081712e+00,1.277987e+04,9.275297e+00,4.410186e+02
4.689000e+03,1.081712e+00,1.278259e+04,9.279254e+00,4.411674e+02
4.690000e+03,1.081712e+00,1.278532e+04,9.283211e+00,4.413163e+02
4.691000e+03,1.081712e+00,1.278805e+04,9.287170e+00,4.414651e+02
4.692000e+03,1.081712e+00,1.279077e+04,9.291130e+00,4.416140e+02
4.693000e+03,1.081712e+00,1.279350e+04,9.295090e+00,4.417629e+02
4.694000e+03,1.081712e+00,1.279622e+04,9.299051e+00,4.419117e+02
4.695000e+03,1.081712e+00,1.279895e+04,9.303014e+00,4.420606e+02
4.696000e+03,1.081712e+00,1.280167e+04,9.306977e+00,4.422095e+02
4.697000e+03,1.081713e+00,1.280440e+04,9.310940e+00,4.423584e+02
4.698000e+03,1.081713e+00,1.280712e+04,9.314905e+00,4.425073e+02
4.699000e+03,1.081713e+00,1.280985e+04,9.318870e+00,4.426562e+02
4.700000e+03,1.081713e+00,1.281258e+04,9.322837e+00,4.428051e+02
4.701000e+03,1.081713e+00,1.281530e+04,9.326804e+00,4.429540e+02
4.702000e+03,1.081713e+00,1.281803e+04,9.330772e+00,4.431030e+02
4.703000e+03,1.081713e+00,1.282075e+04,9.334741e+00,4.432519e+02
4.704000e+03,1.081713e+00,1.282348e+04,9.338711e+00,4.434008e+02
4.705000e+03,1.081713e+00,1.282620e+04,9.342681e+00,4.435498e+02
4.706000e+03,1.081713e+00,1.282893e+04,9.346653e+00,4.436987e+02
4.707000e+03,1.081713e+00,1.283165e+04,9.350625e+00,4.438477e+02
4.708000e+03,1.081713e+00,1.283438e+04,9.354598e+00,4.439967e+02
4.709000e+03,1.081713e+00,1.283710e+04,9.358572e+00,4.441457e+02
4.710000e+03,1.081713e+00,1.283983e+04,9.362547e+00,4.442946e+02
4.711000e+03,1.081713e+00,1.284256e+04,9.366523e+00,4.444436e+02
4.712000e+03,1.081713e+00,1.284528e+04,9.370499e+00,4.445926e+02
4.713000e+03,1.081713e+00,1.284801e+04,9.374477e+00,4.447416e+02
4.714000e+03,1.081713e+00,1.285073e+04,9.378455e+00,4.448906e+02
4.715000e+03,1.081714e+00,1.285346e+04,9.382434e+00,4.450396e+02
4.716000e+03,1.081714e+00,1.285618e+04,9.386414e+00,4.451887e+02
4.717000e+03,1.081714e+00,1.285891e+04,9.390395e+00,4.453377e+02
4.718000e+03,1.081714e+00,1.286163e+04,9.394376e+00,4.454867e+02
4.719000e+03,1.081714e+00,1.286436e+04,9.398359e+00,4.456358e+02
4.720000e+03,1.081714e+00,1.286709e+04,9.402342e+00,4.457848e+02
4.721000e+03,1.081714e+00,1.286981e+04,9.406327e+00,4.459339e+02
4.722000e+03,1.081714e+00,1.287254e+04,9.410312e+00,4.460829e+02
4.723000e+03,1.081714e+00,1.287526e+04,9.414297e+00,4.462320e+02
4.724000e+03,1.081714e+00,1.287799e+04,9.418284e+00,4.463811e+02
4.725000e+03,1.081714e+00,1.288071e+04,9.422272e+00,4.465301e+02
4.726000e+03,1.081714e+00,1.288344e+04,9.426260e+00,4.466792e+02
4.727000e+03,1.081714e+00,1.288616e+04,9.430249e+00,4.468283e+02
4.728000e+03,1.081714e+00,1.288889e+04,9.434240e+00,4.469774e+02
4.729000e+03,1.081714e+00,1.289161e+04,9.438231e+00,4.471265e+02
4.730000e+03,1.081715e+00,1.289434e+04,9.442222e+00,4.472757e+02
4.731000e+03,1.081715e+00,1.289707e+04,9.446215e+00,4.474248e+02
4.732000e+03,1.081715e+00,1.289979e+04,9.450209e+00,4.475739e+02
4.733000e+03,1.081715e+00,1.290252e+04,9.454203e+00,4.477230e+02
4.734000e+03,1.081715e+00,1.290524e+04,9.458198e+00,4.478722e+02
4.735000e+03,1.081715e+00,1.290797e+04,9.462194e+00,4.480213e+02
4.736000e+03,1.081715e+00,1.291069e+04,9.466191e+00,4.481705e+02
4.737000e+03,1.081715e+00,1.291342e+04,9.470189e+00,4.483196e+02
4.738000e+03,1.081715e+00,1.291614e+04,9.474188e+00,4.484688e+02
4.739000e+03,1.081715e+00,1.291887e+04,9.478187e+00,4.486180e+02
4.740000e+03,1.081715e+00,1.292160e+04,9.482188e+00,4.487672e+02
4.741000e+03,1.081715e+00,1.292432e+04,9.486189e+00,4.489163e+02
4.742000e+03,1.081715e+00,1.292705e+04,9.490191e+00,4.490655e+02
4.743000e+03,1.081716e+00,1.292977e+04,9.494194e+00,4.492147e+02
4.744000e+03,1.081716e+00,1.293250e+04,9.498198e+00,4.493639e+02
4.745000e+03,1.081716e+00,1.293522e+04,9.502202e+00,4.495132e+02
4.746000e+03,1.081716e+00,1.293795e+04,9.506208e+00,4.496624e+02
4.747000e+03,1.081716e+00,1.294067e+04,9.510214e+00,4.498116e+02
4.748000e+03,1.081716e+00,1.294340e+04,9.514221e+00,4.499608e+02
4.749000e+03,1.081716e+00,1.294612e+04,9.518229e+00,4.501101e+02
4.750000e+03,1.081716e+00,1.294885e+04,9.522238e+00,4.502593e+02
4.751000e+03,1.081716e+00,1.295158e+04,9.526248e+00,4.504086e+02
4.752000e+03,1.081716e+00,1.295430e+04,9.530258e+00,4.505578e+02
4.753000e+03,1.081716e+00,1.295703e+04,9.534270e+00,4.507071e+02
4.754000e+03,1.081716e+00,1.295975e+04,9.538282e+00,4.508564e+02
4.755000e+03,1.081717e+00,1.296248e+04,9.542295e+00,4.510056e+02
4.756000e+03,1.081717e+00,1.296520e+04,9.546309e+00,4.511549e+02
4.757000e+03,1.081717e+00,1.296793e+04,9.550324e+00,4.513042e+02
4.758000e+03,1.081717e+00,1.297065e+04,9.554339e+00,4.514535e+02
4.759000e+03,1.081717e+00,1.297338e+04,9.558356e+00,4.516028e+02
4.760000e+03,1.081717e+00,1.297611e+04,9.562373e+00,4.517521e+02
4.761000e+03,1.081717e+00,1.297883e+04,9.566392e+00,4.519014e+02
4.762000e+03,1.081717e+00,1.298156e+04,9.570411e+00,4.520508e+02
4.763000e+03,1.081717e+00,1.298428e+04,9.574431e+00,4.522001e+02
4.764000e+03,1.081717e+00,1.298701e+04,9.578451e+00,4.523494e+02
4.765000e+03,1.081718e+00,1.298973e+04,9.582473e+00,4.524988e+02
4.766000e+03,1.081718e+00,1.299246e+04,9.586496e+00,4.526481e+02
4.767000e+03,1.081718e+00,1.299518e+04,9.590519e+00,4.527975e+02
4.768000e+03,1.081718e+00,1.299791e+04,9.594543e+00,4.529469e+02
4.769000e+03,1.081718e+00,1.300064e+04,9.598568e+00,4.530962e+02
4.770000e+03,1.081718e+00,1.300336e+04,9.602594e+00,4.532456e+02
4.771000e+03,1.081718e+00,1.300609e+04,9.606621e+00,4.533950e+02
4.772000e+03,1.081718e+00,1.300881e+04,9.610648e+00,4.535444e+02
4.773000e+03,1.081718e+00,1.301154e+04,9.614677e+00,4.536938e+02
4.774000e+03,1.081718e+00,1.301426e+04,9.618706e+00,4.538432e+02
4.775000e+03,1.081719e+00,1.301699e+04,9.622736e+00,4.539926e+02
4.776000e+03,1.081719e+00,1.301971e+04,9.626767e+00,4.541420e+02
4.777000e+03,1.081719e+00,1.302244e+04,9.630799e+00,4.542914e+02
4.778000e+03,1.081719e+00,1.302516e+04,9.634832e+00,4.544408e+02
4.779000e+03,1.081719e+00,1.302789e+04,9.638866e+00,4.545903e+02
4.780000e+03,1.081719e+00,1.303062e+04,9.642900e+00,4.547397e+02
4.781000e+03,1.081719e+00,1.303334e+04,9.646935e+00,4.548892e+02
4.782000e+03,1.081719e+00,1.303607e+04,9.650972e+00,4.550386e+02
4.783000e+03,1.081719e+00,1.303879e+04,9.655009e+00,4.551881e+02
4.784000e+03,1.081720e+00,1.304152e+04,9.659046e+00,4.553376e+02
4.785000e+03,1.081720e+00,1.304424e+04,9.663085e+00,4.554870e+02
4.786000e+03,1.081720e+00,1.304697e+04,9.667125e+00,4.556365e+02
4.787000e+03,1.081720e+00,1.304969e+04,9.671165e+00,4.557860e+02
4.788000e+03,1.081720e+00,1.305242e+04,9.675206e+00,4.559355e+02
4.789000e+03,1.081720e+00,1.305515e+04,9.679249e+00,4.560850e+02
4.790000e+03,1.081720e+00,1.305787e+04,9.683292e+00,4.562345e+02
4.791000e+03,1.081720e+00,1.306060e+04,9.687335e+00,4.563840e+02
4.792000e+03,1.081721e+00,1.306332e+04,9.691380e+00,4.565335e+02
4.793000e+03,1.081721e+00,1.306605e+04,9.695426e+00,4.566831e+02
4.794000e+03,1.081721e+00,1.306877e+04,9.699472e+00,4.568326e+02
4.795000e+03,1.081721e+00,1.307150e+04,9.703519e+00,4.569821e+02
4.796000e+03,1.081721e+00,1.307422e+04,9.707567e+00,4.571317e+02
4.797000e+03,1.081721e+00,1.307695e+04,9.711616e+00,4.572812e+02
4.798000e+03,1.081721e+00,1.307967e+04,9.715666e+00,4.574308e+02
4.799000e+03,1.081722e+00,1.308240e+04,9.719717e+00,4.575804e+02
4.800000e+03,1.081722e+00,1.308513e+04,9.723768e+00,4.577299e+02
4.801000e+03,1.081722e+00,1.308785e+04,9.727821e+00,4.578795e+02
4.802000e+03,1.081722e+00,1.309058e+04,9.731874e+00,4.580291e+02
4.803000e+03,1.081722e+00,1.309330e+04,9.735928e+00,4.581787e+02
4.804000e+03,1.081722e+00,1.309603e+04,9.739983e+00,4.583283e+02
4.805000e+03,1.081722e+00,1.309875e+04,9.744039e+00,4.584779e+02
4.806000e+03,1.081723e+00,1.310148e+04,9.748096e+00,4.586275e+02
4.807000e+03,1.081723e+00,1.310420e+04,9.752153e+00,4.587771e+02
4.808000e+03,1.081723e+00,1.310693e+04,9.756212e+00,4.589267e+02
4.809000e+03,1.081723e+00,1.310966e+04,9.760271e+00,4.590764e+02
4.810000e+03,1.081723e+00,1.311238e+04,9.764331e+00,4.592260e+02
4.811000e+03,1.081723e+00,1.311511e+04,9.768392e+00,4.593756e+02
4.812000e+03,1.081723e+00,1.311783e+04,9.772454e+00,4.595253e+02
4.813000e+03,1.081724e+00,1.312056e+04,9.776517e+00,4.596749e+02
4.814000e+03,1.081724e+00,1.312328e+04,9.780580e+00,4.598246e+02
4.815000e+03,1.081724e+00,1.312601e+04,9.784645e+00,4.599743e+02
4.816000e+03,1.081724e+00,1.312873e+04,9.788710e+00,4.601240e+02
4.817000e+03,1.081724e+00,1.313146e+04,9.792776e+00,4.602736e+02
4.818000e+03,1.081724e+00,1.313418e+04,9.796843e+00,4.604233e+02
4.819000e+03,1.081725e+00,1.313691e+04,9.800911e+00,4.605730e+02
4.820000e+03,1.081725e+00,1.313964e+04,9.804979e+00,4.607227e+02
4.821000e+03,1.081725e+00,1.314236e+04,9.809049e+00,4.608724e+02
4.822000e+03,1.081725e+00,1.314509e+04,9.813119e+00,4.610221e+02
4.823000e+03,1.081725e+00,1.314781e+04,9.817191e+00,4.611719e+02
4.824000e+03,1.081725e+00,1.315054e+04,9.821263e+00,4.613216e+02
4.825000e+03,1.081726e+00,1.315326e+04,9.825336e+00,4.614713e+02
4.826000e+03,1.081726e+00,1.315599e+04,9.829410e+00,4.616211e+02
4.827000e+03,1.081726e+00,1.315871e+04,9.833484e+00,4.617708e+02
4.828000e+03,1.081726e+00,1.316144e+04,9.837560e+00,4.619206e+02
4.829000e+03,1.081726e+00,1.316417e+04,9.841636e+00,4.620703e+02
4.830000e+03,1.081726e+00,1.316689e+04,9.845714e+00,4.622201e+02
4.831000e+03,1.081727e+00,1.316962e+04,9.849792e+00,4.623699e+02
4.832000e+03,1.081727e+00,1.317234e+04,9.853871e+00,4.625196e+02
4.833000e+03,1.081727e+00,1.317507e+04,9.857951e+00,4.626694e+02
4.834000e+03,1.081727e+00,1.317779e+04,9.862032e+00,4.628192e+02
4.835000e+03,1.081727e+00,1.318052e+04,9.866113e+00,4.629690e+02
4.836000e+03,1.081728e+00,1.318324e+04,9.870196e+00,4.631188e+02
4.837000e+03,1.081728e+00,1.318597e+04,9.874279e+00,4.632686e+02
4.838000e+03,1.081728e+00,1.318869e+04,9.878363e+00,4.634184e+02
4.839000e+03,1.081728e+00,1.319142e+04,9.882448e+00,4.635683e+02
4.840000e+03,1.081728e+00,1.319415e+04,9.886534e+00,4.637181e+02
4.841000e+03,1.081729e+00,1.319687e+04,9.890621e+00,4.638679e+02
4.842000e+03,1.081729e+00,1.319960e+04,9.894708e+00,4.640178e+02
4.843000e+03,1.081729e+00,1.320232e+04,9.898797e+00,4.641676e+02
4.844000e+03,1.081729e+00,1.320505e+04,9.902886e+00,4.643175e+02
4.845000e+03,1.081729e+00,1.320777e+04,9.906977e+00,4.644673e+02
4.846000e+03,1.081730e+00,1.321050e+04,9.911068e+00,4.646172e+02
4.847000e+03,1.081730e+00,1.321322e+04,9.915160e+00,4.647671e+02
4.848000e+03,1.081730e+00,1.321595e+04,9.919252e+00,4.649170e+02
4.849000e+03,1.081730e+00,1.321867e+04,9.923346e+00,4.650669e+02
4.850000e+03,1.081731e+00,1.322140e+04,9.927441e+00,4.652167e+02
4.851000e+03,1.081731e+00,1.322413e+04,9.931536e+00,4.653666e+02
4.852000e+03,1.081731e+00,1.322685e+04,9.935632e+00,4.655166e+02
4.853000e+03,1.081731e+00,1.322958e+04,9.939729e+00,4.656665e+02
4.854000e+03,1.081731e+00,1.323230e+04,9.943827e+00,4.658164e+02
4.855000e+03,1.081732e+00,1.323503e+04,9.947926e+00,4.659663e+02
4.856000e+03,1.081732e+00,1.323775e+04,9.952026e+00,4.661162e+02
4.857000e+03,1.081732e+00,1.324048e+04,9.956127e+00,4.662662e+02
4.858000e+03,1.081732e+00,1.324320e+04,9.960228e+00,4.664161e+02
4.859000e+03,1.081733e+00,1.324593e+04,9.964330e+00,4.665661e+02
4.860000e+03,1.081733e+00,1.324866e+04,9.968434e+00,4.667160e+02
4.861000e+03,1.081733e+00,1.325138e+04,9.972538e+00,4.668660e+02
4.862000e+03,1.081733e+00,1.325411e+04,9.976643e+00,4.670160e+02
4.863000e+03,1.081734e+00,1.325683e+04,9.980748e+00,4.671659e+02
4.864000e+03,1.081734e+00,1.325956e+04,9.984855e+00,4.673159e+02
4.865000e+03,1.081734e+00,1.326228e+04,9.988962e+00,4.674659e+02
4.866000e+03,1.081734e+00,1.326501e+04,9.993071e+00,4.676159e+02
4.867000e+03,1.081735e+00,1.326773e+04,9.997180e+00,4.677659e+02
4.868000e+03,1.081735e+00,1.327046e+04,1.000129e+01,4.679159e+02
4.869000e+03,1.081735e+00,1.327318e+04,1.000540e+01,4.680659e+02
4.870000e+03,1.081735e+00,1.327591e+04,1.000951e+01,4.682160e+02
4.871000e+03,1.081736e+00,1.327864e+04,1.001363e+01,4.683660e+02
4.872000e+03,1.081736e+00,1.328136e+04,1.001774e+01,4.685160e+02
4.873000e+03,1.081736e+00,1.328409e+04,1.002185e+01,4.686661e+02
4.874000e+03,1.081736e+00,1.328681e+04,1.002597e+01,4.688161e+02
4.875000e+03,1.081737e+00,1.328954e+04,1.003009e+01,4.689662e+02
4.876000e+03,1.081737e+00,1.329226e+04,1.003420e+01,4.691162e+02
4.877000e+03,1.081737e+00,1.329499e+04,1.003832e+01,4.692663e+02
4.878000e+03,1.081738e+00,1.329771e+04,1.004244e+01,4.694164e+02
4.879000e+03,1.081738e+00,1.330044e+04,1.004656e+01,4.695664e+02
4.880000e+03,1.081738e+00,1.330317e+04,1.005068e+01,4.697165e+02
4.881000e+03,1.081738e+00,1.330589e+04,1.005480e+01,4.698666e+02
4.882000e+03,1.081739e+00,1.330862e+04,1.005892e+01,4.700167e+02
4.883000e+03,1.081739e+00,1.331134e+04,1.006305e+01,4.701668e+02
4.884000e+03,1.081739e+00,1.331407e+04,1.006717e+01,4.703169e+02
4.885000e+03,1.081740e+00,1.331679e+04,1.007130e+01,4.704671e+02
4.886000e+03,1.081740e+00,1.331952e+04,1.007542e+01,4.706172e+02
4.887000e+03,1.081740e+00,1.332224e+04,1.007955e+01,4.707673e+02
4.888000e+03,1.081741e+00,1.332497e+04,1.008368e+01,4.709174e+02
4.889000e+03,1.081741e+00,1.332769e+04,1.008780e+01,4.710676e+02
4.890000e+03,1.081741e+00,1.333042e+04,1.009193e+01,4.712177e+02
4.891000e+03,1.081741e+00,1.333315e+04,1.009606e+01,4.713679e+02
4.892000e+03,1.081742e+00,1.333587e+04,1.010019e+01,4.715181e+02
4.893000e+03,1.081742e+00,1.333860e+04,1.010433e+01,4.716682e+02
4.894000e+03,1.081742e+00,1.334132e+04,1.010846e+01,4.718184e+02
4.895000e+03,1.081743e+00,1.334405e+04,1.011259e+01,4.719686e+02
4.896000e+03,1.081743e+00,1.334677e+04,1.011673e+01,4.721188e+02
